Date,T-12,T-11,T-10,T-9,T-8,T-7,T-6,T-5,T-4,T-3,T-2,T-1,window_statistic_12_median,difference_13_12-1,difference_statistic_3_1_abs_energy,tzero,Target_Tplus3
1943-08-01,5.0892,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.28295,0.5167000000000002,0.0033333699999999653,5.6059,5.7867
1943-09-01,5.115,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.3088,0.5941999999999998,0.01134169999999999,5.7092,5.7867
1943-10-01,5.115,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.36045,0.5941999999999998,0.010670889999999988,5.7092,5.735
1943-11-01,5.1925,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.412100000000001,0.5941999999999998,0.006006249999999951,5.7867,5.8125
1943-12-01,5.27,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.4767,0.5167000000000002,0.006006249999999951,5.7867,5.9159
1944-01-01,5.2184,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.5542,0.5166000000000004,0.002672889999999939,5.735,5.9417
1944-02-01,5.2959,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.59295,0.5166000000000004,0.00867913999999989,5.8125,5.9417
1944-03-01,5.3217,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.6575500000000005,0.5941999999999998,0.01669780999999989,5.9159,5.9417
1944-04-01,5.3992,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.7092,0.5424999999999995,0.011357199999999954,5.9417,5.89
1944-05-01,5.425,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.7221,0.5167000000000002,0.0006656400000000138,5.9417,5.9159
1944-06-01,5.5284,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.76085,0.41329999999999956,0.0,5.9417,5.89
1944-07-01,5.58,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.7867,0.3099999999999996,0.002672890000000031,5.89,5.8384
1944-08-01,5.6059,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.7996,0.3099999999999996,0.0033437000000000328,5.9159,5.89
1944-09-01,5.7092,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.85125,0.18079999999999963,0.0013416200000000034,5.89,5.9159
1944-10-01,5.7092,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.89,0.12919999999999998,0.0033333699999999653,5.8384,6.0192
1944-11-01,5.7867,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,0.10329999999999995,0.005325119999999927,5.89,6.0192
1944-12-01,5.7867,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.89,0.12919999999999998,0.0033333699999999653,5.9159,5.9934
1945-01-01,5.735,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,5.90295,0.28419999999999934,0.01134169999999999,6.0192,5.9934
1945-02-01,5.8125,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,5.9159,0.20669999999999966,0.010670889999999988,6.0192,6.045
1945-03-01,5.9159,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9159,0.07750000000000057,0.0006656399999999679,5.9934,6.1225
1945-04-01,5.9417,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9288,0.0517000000000003,0.0006656399999999679,5.9934,6.0967
1945-05-01,5.9417,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,5.9288,0.10329999999999995,0.0026625599999999636,6.045,5.9934
1945-06-01,5.9417,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,5.9288,0.18079999999999963,0.008668809999999914,6.1225,5.89
1945-07-01,5.89,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,5.95465,0.20670000000000055,0.006671889999999919,6.0967,5.8384
1945-08-01,5.9159,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,0.07750000000000057,0.011336529999999956,5.9934,5.89
1945-09-01,5.89,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.9934,0.0,0.021362450000000113,5.89,5.9417
1945-10-01,5.8384,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.9934,0.0,0.013354120000000087,5.8384,5.9417
1945-11-01,5.89,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.9934,0.0,0.005325119999999927,5.89,5.9417
1945-12-01,5.9159,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9934,0.025800000000000267,0.005335449999999995,5.9417,5.9417
1946-01-01,6.0192,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9934,-0.07749999999999968,0.002672890000000031,5.9417,6.045
1946-02-01,6.0192,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9934,-0.07749999999999968,0.0,5.9417,6.0967
1946-03-01,5.9934,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.96755,-0.0517000000000003,0.0,5.9417,6.1225
1946-04-01,5.9934,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,5.9417,0.051599999999999646,0.010670889999999988,6.045,6.2517
1946-05-01,6.045,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,5.9417,0.0517000000000003,0.01334378000000002,6.0967,6.355
1946-06-01,6.1225,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,5.9417,0.0,0.003338529999999999,6.1225,6.4325
1946-07-01,6.0967,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,5.9417,0.15499999999999936,0.017358279999999962,6.2517,6.51
1946-08-01,5.9934,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,5.9417,0.36160000000000014,0.027363530000000167,6.355,6.5359
1946-09-01,5.89,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,6.355,5.9417,0.5425000000000004,0.016677140000000125,6.4325,6.5617
1946-10-01,5.8384,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,6.355,6.4325,5.9933499999999995,0.6715999999999998,0.012012499999999902,6.51,6.7425
1946-11-01,5.89,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,6.355,6.4325,6.51,6.07085,0.6459000000000001,0.006677059999999953,6.5359,6.6134
1946-12-01,5.9417,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,6.355,6.4325,6.51,6.5359,6.1096,0.6200000000000001,0.0013364500000000155,6.5617,6.5617
1947-01-01,5.9417,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,6.355,6.4325,6.51,6.5359,6.5617,6.187099999999999,0.8007999999999997,0.03335427999999988,6.7425,6.5617
1947-02-01,5.9417,5.9417,6.045,6.0967,6.1225,6.2517,6.355,6.4325,6.51,6.5359,6.5617,6.7425,6.30335,0.6717000000000004,0.04935544999999969,6.6134,6.5359
1947-03-01,5.9417,6.045,6.0967,6.1225,6.2517,6.355,6.4325,6.51,6.5359,6.5617,6.7425,6.6134,6.393750000000001,0.6200000000000001,0.01933969999999986,6.5617,6.5359
1947-04-01,6.045,6.0967,6.1225,6.2517,6.355,6.4325,6.51,6.5359,6.5617,6.7425,6.6134,6.5617,6.4712499999999995,0.5167000000000002,0.002672890000000031,6.5617,6.5359
1947-05-01,6.0967,6.1225,6.2517,6.355,6.4325,6.51,6.5359,6.5617,6.7425,6.6134,6.5617,6.5617,6.52295,0.4391999999999996,0.0006656400000000138,6.5359,6.7167
1947-06-01,6.1225,6.2517,6.355,6.4325,6.51,6.5359,6.5617,6.7425,6.6134,6.5617,6.5617,6.5359,6.5359,0.4134000000000002,0.0006656400000000138,6.5359,6.8459
1947-07-01,6.2517,6.355,6.4325,6.51,6.5359,6.5617,6.7425,6.6134,6.5617,6.5617,6.5359,6.5359,6.5359,0.28420000000000023,0.0,6.5359,6.8717
1947-08-01,6.355,6.4325,6.51,6.5359,6.5617,6.7425,6.6134,6.5617,6.5617,6.5359,6.5359,6.5359,6.5359,0.3616999999999999,0.032688640000000185,6.7167,6.9492
1947-09-01,6.4325,6.51,6.5359,6.5617,6.7425,6.6134,6.5617,6.5617,6.5359,6.5359,6.5359,6.7167,6.5488,0.4134000000000002,0.04938128000000018,6.8459,7.285
1947-10-01,6.51,6.5359,6.5617,6.7425,6.6134,6.5617,6.5617,6.5359,6.5359,6.5359,6.7167,6.8459,6.5617,0.3616999999999999,0.017358279999999962,6.8717,7.6467
1947-11-01,6.5359,6.5617,6.7425,6.6134,6.5617,6.5617,6.5359,6.5359,6.5359,6.7167,6.8459,6.8717,6.5617,0.41330000000000044,0.006671890000000056,6.9492,7.4659
1947-12-01,6.5617,6.7425,6.6134,6.5617,6.5617,6.5359,6.5359,6.5359,6.7167,6.8459,6.8717,6.9492,6.58755,0.7233,0.11876789,7.285,7.4917
1948-01-01,6.7425,6.6134,6.5617,6.5617,6.5359,6.5359,6.5359,6.7167,6.8459,6.8717,6.9492,7.285,6.665050000000001,0.9042000000000003,0.24358852999999986,7.6467,7.3367
1948-02-01,6.6134,6.5617,6.5617,6.5359,6.5359,6.5359,6.7167,6.8459,6.8717,6.9492,7.285,7.6467,6.665050000000001,0.8525,0.1635155299999998,7.4659,7.1817
1948-03-01,6.5617,6.5617,6.5359,6.5359,6.5359,6.7167,6.8459,6.8717,6.9492,7.285,7.6467,7.4659,6.7813,0.9299999999999997,0.033354279999999834,7.4917,7.2334
1948-04-01,6.5617,6.5359,6.5359,6.5359,6.7167,6.8459,6.8717,6.9492,7.285,7.6467,7.4659,7.4917,6.8588000000000005,0.7750000000000004,0.02469063999999977,7.3367,7.285
1948-05-01,6.5359,6.5359,6.5359,6.7167,6.8459,6.8717,6.9492,7.285,7.6467,7.4659,7.4917,7.3367,6.91045,0.6458000000000004,0.048049999999999884,7.1817,7.4659
1948-06-01,6.5359,6.5359,6.7167,6.8459,6.8717,6.9492,7.285,7.6467,7.4659,7.4917,7.3367,7.1817,7.06545,0.6974999999999998,0.026697890000000016,7.2334,7.595
1948-07-01,6.5359,6.7167,6.8459,6.8717,6.9492,7.285,7.6467,7.4659,7.4917,7.3367,7.1817,7.2334,7.2075499999999995,0.7491000000000003,0.005335449999999994,7.285,7.6725
1948-08-01,6.7167,6.8459,6.8717,6.9492,7.285,7.6467,7.4659,7.4917,7.3367,7.1817,7.2334,7.285,7.2592,0.7492000000000001,0.03538737000000016,7.4659,7.7759
1948-09-01,6.8459,6.8717,6.9492,7.285,7.6467,7.4659,7.4917,7.3367,7.1817,7.2334,7.285,7.4659,7.285,0.7490999999999994,0.04939161999999993,7.595,8.0859
1948-10-01,6.8717,6.9492,7.285,7.6467,7.4659,7.4917,7.3367,7.1817,7.2334,7.285,7.4659,7.595,7.31085,0.8008000000000006,0.022673059999999915,7.6725,8.2667
1948-11-01,6.9492,7.285,7.6467,7.4659,7.4917,7.3367,7.1817,7.2334,7.285,7.4659,7.595,7.6725,7.401300000000001,0.8266999999999998,0.016697810000000028,7.7759,8.0859
1948-12-01,7.285,7.6467,7.4659,7.4917,7.3367,7.1817,7.2334,7.285,7.4659,7.595,7.6725,7.7759,7.4659,0.8009000000000004,0.10679156000000026,8.0859,7.9825
1949-01-01,7.6467,7.4659,7.4917,7.3367,7.1817,7.2334,7.285,7.4659,7.595,7.6725,7.7759,8.0859,7.4788,0.6200000000000001,0.12878864000000018,8.2667,7.8017
1949-02-01,7.4659,7.4917,7.3367,7.1817,7.2334,7.285,7.4659,7.595,7.6725,7.7759,8.0859,8.2667,7.4788,0.6200000000000001,0.06537727999999973,8.0859,7.6467
1949-03-01,7.4917,7.3367,7.1817,7.2334,7.285,7.4659,7.595,7.6725,7.7759,8.0859,8.2667,8.0859,7.54335,0.4908000000000001,0.043380199999999994,7.9825,7.6984
1949-04-01,7.3367,7.1817,7.2334,7.285,7.4659,7.595,7.6725,7.7759,8.0859,8.2667,8.0859,7.9825,7.63375,0.46499999999999986,0.043380199999999994,7.8017,7.8017
1949-05-01,7.1817,7.2334,7.285,7.4659,7.595,7.6725,7.7759,8.0859,8.2667,8.0859,7.9825,7.8017,7.7242,0.46499999999999986,0.05671363999999994,7.6467,7.9825
1949-06-01,7.2334,7.285,7.4659,7.595,7.6725,7.7759,8.0859,8.2667,8.0859,7.9825,7.8017,7.6467,7.7242,0.46500000000000075,0.02669789000000011,7.6984,8.06
1949-07-01,7.285,7.4659,7.595,7.6725,7.7759,8.0859,8.2667,8.0859,7.9825,7.8017,7.6467,7.6984,7.73715,0.5167000000000002,0.01334378000000002,7.8017,8.0084
1949-08-01,7.4659,7.595,7.6725,7.7759,8.0859,8.2667,8.0859,7.9825,7.8017,7.6467,7.6984,7.8017,7.7888,0.5165999999999995,0.043359529999999855,7.9825,8.215
1949-09-01,7.595,7.6725,7.7759,8.0859,8.2667,8.0859,7.9825,7.8017,7.6467,7.6984,7.8017,7.9825,7.8017,0.46500000000000075,0.038694889999999954,8.06,8.68
1949-10-01,7.6725,7.7759,8.0859,8.2667,8.0859,7.9825,7.8017,7.6467,7.6984,7.8017,7.9825,8.06,7.8921,0.33589999999999964,0.008668810000000143,8.0084,9.0934
1949-11-01,7.7759,8.0859,8.2667,8.0859,7.9825,7.8017,7.6467,7.6984,7.8017,7.9825,8.06,8.0084,7.9825,0.4390999999999998,0.04534612000000001,8.215,8.8867
1949-12-01,8.0859,8.2667,8.0859,7.9825,7.8017,7.6467,7.6984,7.8017,7.9825,8.06,8.0084,8.215,7.99545,0.5940999999999992,0.25890855999999984,8.68,8.9384
1950-01-01,8.2667,8.0859,7.9825,7.8017,7.6467,7.6984,7.8017,7.9825,8.06,8.0084,8.215,8.68,7.99545,0.8267000000000007,0.3871245600000008,9.0934,8.835
1950-02-01,8.0859,7.9825,7.8017,7.6467,7.6984,7.8017,7.9825,8.06,8.0084,8.215,8.68,9.0934,7.99545,0.8007999999999988,0.21362445000000152,8.8867,8.8092
1950-03-01,7.9825,7.8017,7.6467,7.6984,7.8017,7.9825,8.06,8.0084,8.215,8.68,9.0934,8.8867,7.99545,0.9558999999999997,0.04539778000000062,8.9384,8.8867
1950-04-01,7.8017,7.6467,7.6984,7.8017,7.9825,8.06,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.0342,1.0333000000000006,0.013364449999999788,8.835,8.9125
1950-05-01,7.6467,7.6984,7.8017,7.9825,8.06,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.1375,1.1625000000000005,0.01135719999999977,8.8092,9.1192
1950-06-01,7.6984,7.8017,7.9825,8.06,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.4475,1.188299999999999,0.006671889999999826,8.8867,9.2484
1950-07-01,7.8017,7.9825,8.06,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.7446,1.1107999999999993,0.006671889999999826,8.9125,9.4034
1950-08-01,7.9825,8.06,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,8.8221,1.1366999999999994,0.04339052999999988,9.1192,9.5325
1950-09-01,8.06,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,8.86085,1.1883999999999997,0.059417530000000086,9.2484,9.8684
1950-10-01,8.0084,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,8.8867,1.3949999999999996,0.04071764000000003,9.4034,10.4367
1950-11-01,8.215,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,8.8996,1.3175000000000008,0.04069181000000009,9.5325,10.2817
1950-12-01,8.68,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,8.92545,1.1883999999999997,0.12949561999999945,9.8684,10.2817
1951-01-01,9.0934,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,9.0159,1.3432999999999993,0.43579369999999995,10.4367,10.2559
1951-02-01,8.8867,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,9.0288,1.3950000000000014,0.3469898900000006,10.2817,10.0492
1951-03-01,8.9384,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,9.1838,1.343300000000001,0.024024999999999803,10.2817,10.1784
1951-04-01,8.835,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,9.3259,1.4208999999999996,0.0006656400000000138,10.2559,10.23
1951-05-01,8.8092,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,9.46795,1.2400000000000002,0.04339052999999988,10.0492,10.4625
1951-06-01,8.8867,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,9.70045,1.2917000000000005,0.05941752999999963,10.1784,10.5659
1951-07-01,8.9125,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,9.9588,1.3175000000000008,0.019355199999999823,10.23,10.4884
1951-08-01,9.1192,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.113800000000001,1.343300000000001,0.05671881000000002,10.4625,10.695
1951-09-01,9.2484,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.2042,1.317499999999999,0.06474780999999973,10.5659,11.005
1951-10-01,9.4034,9.5325,9.8684,10.4367,10.2817,10.2817,10.2559,10.0492,10.1784,10.23,10.4625,10.5659,10.24295,1.0850000000000009,0.01669780999999957,10.4884,11.5475
